text,label
"We have adopted a very cautious stance towards the financing of existing and new plants given the physical and other risks and issues associated with nuclear waste, unless it can be shown that the project is part of the energy transition and is supported by the relevant government.",sustainable
Different approaches are required to meet transport requirements through desirable products that remain affordable to customers around the world.,unsustainable
A small portion of our business travel emissions are Scope 1 emissions from company-owned aircraft and vehicles.,unsustainable
"We purchase a data set from Sustainalytics that provides carbon emissions and intensity for a universe of more than 11,000 companies, of which nearly 75% of the companies have estimated data.",unsustainable
Our Raw Material Verbund helps us prevent or reduce waste.,sustainable
Our offices are centrally located in cities to allow for easy public transportation.,sustainable
"The fund aims to reduce greenhouse gas (GHG) emissions by 40% across the entire European portfolio over the next decade through a core, diversified, income-driven strategy.",sustainable
"Embodying the Firm's core values of giving back and committing to diversity and inclusion, the Morgan Stanley Foundation focuses on supporting underserved communities through partnerships, community engagement and volunteering.",sustainable
"Additionally, Brookfield Renewable is committed to sustainable development principles that reduce the impact of its operations and help to manage underlying water resources efficiently.",sustainable
"To achieve the goals set out in the Paris Agreement, companies also need to reduce their future emissions.",unsustainable
Public transportation in particular plays a critical role in a well-functioning economy.,unsustainable
"The global shipping industry is undergoing a tectonic shift, with stricter regulations and growing pressure to reduce greenhouse gas emissions driving a switch to cleaner fuels.",unsustainable
"In some cases, this involves reporting on actions that farmers have been carrying out for years, but in others it requires new ways of thinking about a familiar challenge.",unsustainable
Our target is to reduce paper use by 40% per policy by 2020 against a 2014 baseline.,sustainable
This is arguably the most disruptive change for the incumbent fertilizer companies as their operations are synthetic-focused.,unsustainable
"Every day we look for ways to go further for our clients and customers, to be a better and more inclusive employer, to strengthen our governance and to reduce our environmental impacts.",sustainable
"While we pursue these shifts in how we source energy, our operational (Scope 1 and 2) emissions intensity per square foot of real estate continues to fall.",sustainable
Scope 3 emissions have been included within the appendix for completeness,unsustainable
"The consumption of electricity then also shifted from the office to the home, and carbon emissions therefore shifted from Scope 2 to Scope 3 accordingly.",unsustainable
"Building on our employee engagement surveys, we undertook a new assessment in 2018 in collaboration with a leading sustainability consultant.",sustainable
"Government grants: Government grants related to the acquisition or construction of property, plant and equipment reduce the acquisition or construction cost of the respective assets.",unsustainable
"We also finance infrastructure projects with environmental and social benefits such as the Thames Tideway Tunnel in London, public transport infrastructure including metro infrastructure in Madrid and Barcelona, a Finnish power distributor and a windpark in Peru.",sustainable
"As an active investor, we look for innovative ways to reallocate capital towards a low-carbon economy.",sustainable
"Furthermore, instead of using a single weighted average cost of capital rate, the country risk and the specific tax rate is considered in each case; this leads to a more precise calculation of the recoverable amount.",unsustainable
Our goal is to have zero serious safety incidents by working toward implementing consistent health and safety principles across the organization.,sustainable
"We want to reduce emissions along the value chain and utilize, for example, efficient technologies for generating steam and electricity, energy-efficient production processes, and comprehensive energy management.",sustainable
This uses engagement with companies to support the climate transition pathway towards a low-carbon economy.,sustainable
These numbers are expected to grow with the setting of China’s carbon neutrality target.,unsustainable
"If you are aligned with positive trends it is easier to grow, but it also reduces the risk.",unsustainable
"Most studies analyzing the impact of diet shifts tend to ignore (growing) competition for land among humans, animals and crop production.",unsustainable
"In the long term, the company has an ambitious target of reaching a net-zero carbon footprint.",sustainable
"As a firm, we are also striving to improve on some metrics, such as carbon footprint and climate change.",sustainable
"With the aim of contributing to the mitigation of climate change, the Group has established medium- to long- term reduction targets for CO2 emissions generated from the head office, computer centers, branch offices, and other office buildings due to the business activities of the Group’s core company, SuMi TRUST Bank.",sustainable
"In summary, to measure our Scope 3 footprint we normalise individual stock emission data.",unsustainable
"Water collected from the first 5 mm of water from each rainfall event is also reused following treatment within the two collection tanks, through sedimentation and oil removal.",sustainable
We recognize that air travel has a meaningful impact on greenhouse gases and we have invested in video conferencing facilities to reduce unnecessary business travel.,sustainable
"A no-change scenario suggests that the use of nitrogen and phosphorus may rise by more than 50%, which would likely result in greater contamination of soil and waterways.",unsustainable
"As part of the Well Environnement de Travail real estate program, which concerns the management of Natixis’ real estate portfolio, an initiative has been undertaken to reuse and recover unused furniture.",sustainable
We see the SBTi as an enabler to build on our long-standing commitments and our efforts on driving the low-carbon economy.,sustainable
"Our Center for Sustainable Finance published its first client reports in 2016, including the Sustainable Finance Report, which included a review of academic reports on the value of ESG investing, a description of the ESG Engine, a guide to sustainable equity indexes, and an article on China’s low-carbon economic transformation.",unsustainable
"Beginning in 2020, for instance, KBC Insurance offers multi-peril climate insurance for farmers in Flanders as the Flemish Regional Government is phasing out the existing calamity fund.",sustainable
"In Belgium, we launched a bicycle- leasing offering as a new business line.",sustainable
Catastrophe (CAT) bonds help reduce the cost of insuring risk from natural disasters by transferring the exposure from insurers to financial investors.,unsustainable
"At 44% in 2019, fruits and vegetables make up the biggest category of food loss and waste followed by roots and tubers at 20%.",unsustainable
"A team in Munich improved the grounds of a local educational support centre for young people by clearing leaves, weeding, pruning and laying bark mulch to improve soil condition.",sustainable
"The performance standards are expressed by an average allowable restoration time (TMRA), within which repairs should be carried out, and a maximum time (TMAX), beyond which a penalty system is triggered.",unsustainable
"The larger the green bond market becomes, the more investors will demand these vehicles and strategies to meet their changing financial needs.",unsustainable
Sperre has reduced its carbon footprint by 7% since 2018.,sustainable
"In all likelihood, the world will need to continue to use fossil fuels for the foreseeable future — even as efforts are made to increase market penetration of lower- carbon energy sources and to develop new technologies that can advance deep decarbonization.",unsustainable
"The building has easy and safe pedestrian access to local services and public transport, with preferential parking for car-pooled vehicles and bicycles, to reduce the impact of travel.",sustainable
"To help its institutional clients work to promote the energy transition, Amundi has launched, in partnership with AIIB, a benchmark tool for assessing the risks associated with climate change in line with the objectives of the Paris agreement.",sustainable
"In older, landmark buildings, some of which we have occupied for many years, we renovate our office spaces with sustainable design and sustainably sourced or recycled materials.",sustainable
"NAM already excludes companies with more than 10% of their revenues from coal production from all its portfolios, and applies our Paris-Aligned Fossil Fuel (PAFF) policy or even stricter exclusion criteria to all portfolios designated ESG.",sustainable
"In car insurance, Natixis Assurances grants discounts to drivers who drive less than 8,000 km per year and to owners of electric vehicles.",sustainable
"In France, Amundi covers 80% of public transport expenses (e.g. Navigo card or Vélib' card in Paris).",unsustainable
"When situated in urban areas, vertical farming also helps to improve the consistency of local crop production.",unsustainable
"By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being.",sustainable
This enables us to offer our customers even better agronomic support and assistance in optimizing the cultivation of their crops.,sustainable
"“Our CO2 emissions are a cumulative phenomenon, which means that CO2 collects in the atmosphere and remains there,” says Rahmstorf.",unsustainable
"Since 2016, we reduced our involvement in financing of coal mining companies, comfortably exceeding our 2016 goal of 20 percent.",sustainable
We also aim to expand our financing for those companies focused on renewables and other low-carbon technologies and solutions.,sustainable
"The main sectors in our corporate lending portfolio (as a percentage of the outstanding portfolio) are (1) services 10.8%, (2) distribution 6.9%, (3) real estate 6.3%, (4) building and construction 3.9%, (5) agriculture, fishing, farming 2.7%, (6) automotive 2.5%, (7) food production and beverages (food producers 1.8% and beverages 0.4%), (8) energy (1.6% electricity and 0.5% oil, gas & other fuels), (9) metals 1.4% and (10) chemicals 1.4%.",unsustainable
We contract directly for renewable electricity wherever possible (approximately 50%).,sustainable
"Then all packaging waste is recycled or recovered, and contributes to the improvement of the ratio of waste recovery.",sustainable
Transition risks also include shifts in consumer preferences toward low-carbon goods and services.,unsustainable
Scope 1: Direct Greenhouse gas emissions from sources that are owned or controlled by a company.,unsustainable
We are taking active measures to reduce our exposure to highly carbon-intensive sectors that do not have meaningful prospects for a sustainable transition.,sustainable
"When acquiring real estate properties, JRE conducts on-site inspections and also investigates on soil contamination and toxic substances such as asbestos and PCBs by obtaining real estate appraisal reports and engineering reports in addition to receiving related disclosure materials from the sellers.",sustainable
"European Energy Efficiency Fund As of 4Q 2016, EEEF has invested €112 m across eleven projects in seven countries that are producing cumulative primary energy savings of 18,553 MWh and cumulative CO2e savings of 248,975 tonnes of CO2e.",sustainable
"Last year, over 60% of employees used at least one volunteering day.",sustainable
"Second, we note that the growth in agricultural land seen to date has come at the cost of greater deforestation.",unsustainable
"We will carry out environmentally conscious business management, such as reducing greenhouse gas emissions and plastic waste.",sustainable
"In order to reuse water from treatment processes and minimise consumption of drinking water, in 2020, the Company Acea Ato 2 completed works for modernisation of the industrial water network (non-drinking water) for the treatment plants of Roma Sud, Roma Nord and Cobis, while similar activities are underway for the plants of Roma Est and Ostia.",sustainable
This graph explores the relationship between submissions of Scope 1 and Scope 2 emissions from the previous graph.,unsustainable
"We disclose our Scope 1, Scope 2 and Scope 3 greenhouse gas (GHG) emissions.",unsustainable
"In accordance with this recognition, the HR department regularly conducts the Employee Satisfaction Survey and interviews employees in order to improve working environments.",sustainable
"Under this system, our waste streams are broken down into five categories by percentage: landfilling, thermal disposal, waste-to-energy, recycling, and prevention.",unsustainable
"Second, as a business, we need to do our part to reduce our operational carbon footprint.",sustainable
"As with the SDGs, we aim to be a leading financial provider in enabling investors to mobilize private and institutional capital to climate change mitigation and adaptation while supporting the transition to a low-carbon economy.",sustainable
"Our approach includes increasing accessibility for people with reduced mobility and, where possible, acquiring buildings near public or green transportation options.",sustainable
The policy commits us to reducing our vehicle fleet CO2 emissions every year until 2020.,sustainable
"In terms of opportunities, ABN AMRO leverages expertise in the area of issuing green or social impact bonds, helps clients make real estate more sustainable, and provides new financing models to support the transition to a circular economy.",sustainable
Daiwa Securities Group proactively promotes talented employees regardless of gender and endorsed the declaration of the Cabinet Office Gender Equality Bureau’s Male Leaders Coalition for Empowerment of Women in 2015.,sustainable
"In accordance with the EC Directive for the development of the infrastructure for distribution of alternative fuels (2014/94/EU), the Group’s new vehicles have labels inside the fuel tank flap with the notation E5 or E10 on gasoline versions and the notation B7, B10, (XTL) or B30 on diesel versions.",unsustainable
Our ambitions are to achieve a CDP rating in 2020 and to reduce our scope 1 and scope 2 as well as our scope 3 emissions on which we have an influence such as business travel.,sustainable
"Since 2015, CNP Assurances has implemented a policy to reduce its exposure to thermal coal in its financial portfolios, in accordance with the recommendations of the French Insurance Federation and the Declaration of the Paris financial marketplace on 2 July 2019.",sustainable
LYXOR's clients also benefit from our shareholder engagement in certain investment vehicles to influence companies in order to improve their ESG practices over the long term.,sustainable
"Specifically, we promote the visualization of electricity consumption by sending meter data to our tenants, encouraging them to turn off their vehicles when stopped, and encouraging them to save water and electricity.",sustainable
"Extreme temperature changes may affect an organization’s physical locations, operations, supply chain, transport needs and employee safety.",unsustainable
"We were able to achieve this reduction through installation of low-flow fixtures and aerators, efficient operation of chiller plants, repair and replacement of old, leaking systems, and operation of efficient irrigation systems.",sustainable
"Our approach includes recycling, composting, incineration at waste-to-energy plants, employee education, and thoughtful receptacle layout designs and signage.",sustainable
"Achieving this will require big changes to manufacturing industries, transport, agriculture, the built environment and much more.",unsustainable
"Indirect CO2e emissions include emissions from purchased electricity, heating, and cooling.",unsustainable
It is our goal to be the financial provider of choice for clients wishing to mobilize capital towards the SDGs and the orderly transition to a low-carbon economy (the Paris Agreement).,sustainable
"We currently provide a carbon footprint for a number of our portfolios in equities, fixed income and real estate.",unsustainable
"At the end of 2019, this offer was also made available for independent repairers, who can issue their request through the authorized parts distribution network of the Group (Distrigo platform).",unsustainable
"Scope 1 emissions are our direct emissions from the combustion of fuel, fugitive emissions and company-owned vehicles.",unsustainable
"This includes hydrogen fuel cells, liquid synthetic and bio-fuels as well as gaseous hydrocarbon fuels from various origins.",unsustainable
We will continue to engage and collaborate with companies in their transition to a low-carbon business.,sustainable
"In 2020, BNP Paribas REIM took a circular economy approach to refurbishing an office building the Paris’ 19th district, emphasizing sustainable and socially responsible construction methods.",sustainable
"The company will target 35-45% reduction in Scope 1 and 2 emissions by 2030 and net-zero carbon by 2050, in alignment with the Paris Accord.",sustainable
"We also implement enhancements like lighting controls, occupancy sensors, and motion- activated building systems to help reduce energy consumption.",sustainable
The carbon emissions from the production and distribution of drinking water consumed by Robeco were calculated for the first time.,unsustainable
The recycling rate is calculated by dividing consumption for each scal year by the amount of recycled waste.,unsustainable
"Scope 3 is currently not subject to reporting, therefore it is not applicable.",unsustainable
"For each employee, we offer two paid volunteering days a year.",sustainable
Calculations by the authors suggest that a shift to a plant-based diet would have the potential to significantly reduce the number of premature deaths among adults.,unsustainable
"Bulgaria, the Czech Republic and Slovakia have asset-linked data on tank-to-wheel CO2 emissions per kilometre as provided by the manufacturers and on vehicle age and use contracted kilometres as a proxy for distances driven per year.",unsustainable
"Our US Carbon Forestry program also implements IFM carbon projects on investor-owned production forests, combining the timber and carbon values of forests for improved climate outcomes and financial returns.",sustainable
"With the help of ESG-related frameworks developed in recent years, State Street as well as many other companies and investors, are adopting transformative practices that allow them to quantify the impact of their ESG investments and understand the potential benefits of focusing on long- term, sustainable business models.",sustainable
"By using Foxway’s services, customers can quantify and decrease their total carbon footprint.",sustainable
"As of 2020, global print volume has been reduced by 78% relative to our 2014 baseline.",sustainable
"Real estate has a significant impact on biodiversity, both in the construction and operating phases.",unsustainable
The main goal of Client Energy Transition Framework (CETF) is to encourage our clients to transition to low-carbon activities.,sustainable
We are working to reduce greenhouse gas emissions from our operations in line with the target of the Paris Climate Agreement.,sustainable
"As defined by EMF, a circular economy is a systems solution framework that tackles global challenges like climate change, biodiversity loss, waste, and pollution.",unsustainable
"A loan from one of AATIF’s local bank investees supported 1,628 smallholder tea farmers in Zimbabwe to buy new agricultural equipment and expand cultivation of coffee, avocados and macadamia nuts.",sustainable
"We have committed to alignment with the Paris Agreement, including achieving carbon neutrality by 2050, in line with global efforts to limit warming to 1.5°C.",sustainable
Scope 1 emissions relate to gas whereas Scope 2 emissions relate to electricity and district heating supplies.,unsustainable
Further consideration must be given to double counting implications of including Scope 3 emissions.,unsustainable
We are working with farmers around the globe to improve the quality and yield of their agricultural production while taking societal expectations and requirements into consideration.,sustainable
"Our SDG offering now targets outcome-led topics including food security, global water and smart energy.",sustainable
Data is based on the top 19 (19 in 2018) logistics supply partners (LSP) delivery data (tonne-km) and transportation mode.,unsustainable
"We will continue to invest to simplify our operating environment, reduce platform redundancies, increase integration and become more efficient.",sustainable
"It attributes the carbon emissions of the issuer to the investor based on its ownership, normalised for the size of the investment and the company market size.",unsustainable
All brands promote electrified vehicles and their advantages on their websites.,unsustainable
"Technology risk includes risks potentially triggered by technology non-compliance with regulatory obligations, information security and privacy incidents, business disruption, technology internal control and process gaps, technology operational events, and adoption of new business technologies.",unsustainable
Gender diversity is one of the KPIs that we are tracking internally.,sustainable
"Ordinary and overtime hours worked during the year, excluding executives, increased, mainly following on from the inclusion of hours worked by AdF and Acque Industriali staff, and amounted to 10,441,702 hours, of which 78% were attributable to male personnel (equal to 8,170,806 hours) due to the greater number of men in the workforce (77% of the total).",unsustainable
"Groupama AM relies essentially on the Global Coal Exit List, provided by the German non-governmental organization (NGO)G Urgewald.",unsustainable
Another reason is that a full shift to a plant-based diet would require more land than is available for crop production or require an increase in crop yields that may not be achievable.,unsustainable
"GHG emissions are broken down into three scopes: we have included full reporting for Scope 1 and 2, and selected Scope 3 reporting as best practice.",unsustainable
A new growth model is emerging – based on low-carbon growth and greater awareness society-wide of our environmental and social impacts – and Natixis stands fully committed to addressing this challenge.,sustainable
"Through various measures to reduce our raw material and energy requirements, the emission of greenhouse gases associated with producing the raw materials was decreased by a total of around 142,000 metric tons in 2018.",sustainable
The guidelines we require our lending professionals to follow are consistent with the Equator Principles.,sustainable
Volunteering to help others is another way to connect with their communities and support their own mental wellbeing: something that we championed on our global volunteering day.,sustainable
"Groupe PSA is committed to reducing its CO2 emissions in all the regions in which it operates, such as in China, Brazil, Japan and Korea.",sustainable
This will reduce our firm’s GHG footprint by 75% compared with 2004 levels.,sustainable
"For the Water sector, the main risks are due to the effects of acute or chronic climatic phenomena or seismic events, which could lead to structural failure or malfunctions in the plants and network systems managed, causing water shortages for users or accidental spillage of pollutants; inefficient operational management of water, which could cause high levels of losses with consequent excessive consumption; water stress; possible breach of water control parameters with environmental consequences; inadequate interventions on the sewage treatment system with possible contamination of the soil and water bodies; risks of fires and explosions in treatment plants related to the production of biogas, with possible impacts in terms of emissions into the atmosphere.",unsustainable
This supporting document describes the methodology and definitions that are used for producing the carbon impact figures.,unsustainable
The compost estimate is made based on the quantities transported daily for maturation or to the final storage areas.,unsustainable
"The Group’s waste management policy is to reduce waste mass per vehicle manufactured, and decrease landfill in favour of waste recovery and recycling.",sustainable
"By 2030, JRE aims to reduce the average carbon intensity of its entire portfolio to 60 kg-CO2/m2 as well as own 5–10 zero energy buildings (ZEBs).",sustainable
These groups stepped up in significant ways to help their colleagues cope with isolation while continuing important personal and professional development.,sustainable
"In 2020, the management of the agreement was committed to strengthening the ESG criteria defined, i.e. compliance with the constraints of SRI ratings, EET and carbon footprint within the agreement.",sustainable
Other actions taken to protect biodiversity in the Group’s woodland in 2020 include the implementation of management favourable to Capercaillie and forest biodiversity in the Jura mountains.,sustainable
We’re going to reduce our energy intensity.,sustainable
"The environmental benefits of Bluesign® include reduced water consumption, minimized water pollution and less energy usage.",sustainable
"This year, our concerns about the GIP came to fruition.",unsustainable
"These aim to minimise operational carbon emissions, implement a sustainable procurement approach, optimise waste management, and improve the working environment.",sustainable
Our operational carbon footprint (occupied offices and business travel) will be net zero from 2030.,sustainable
"The carbon footprint metric relies on carbon data gathered by Nordea Investment Funds S.A., MSCI Inc. and is based on the Swedish Fund Association’s recommendation.",unsustainable
"We achieve this through our Energy Efficiency in Buildings (EEB) program specifically, but we all seek to reduce our energy consumption through our Add Value with less internal initiative, our Green IT Policy and our approach to sustainable transport.",sustainable
"Our ambition is to reduce carbon intensity further, by establishing roadmaps to reach net-zero.",sustainable
"Over 80% of impact investors disregard seed or start-up stage businesses, and public funding or donations are often not available to enterprises pursuing a double- bottom-line approach.",unsustainable
The report highlights the need to reduce greenhouse gas emissions to net zero as soon as possible in order to secure sustainability and eradicate poverty.,unsustainable
This volatility reduces when extending the period of comparison.,unsustainable
"To offset our Scope 1 and 3 business travel emissions, as well as Scope 2 steam, we purchased offsets that provide financing to projects around the world that achieve emissions reductions and other social and environmental benefits.",sustainable
"In Japan’ s water supply systems, there is an enormous amount of energy that can be used from unutilized vertical drops in non-pressure flow pipes, surplus pressure in pumped supply pipes, and reduced pressure from pressure-reducing valves.",unsustainable
"2 Scope 1, 2 and 3 emissions were verified for 2016, 2017, and 2018.",unsustainable
"The real estate industry is responding to this reality, but faces many challenges, including adaption to the risks posed by climate change, increased regulations and a move towards carbon neutrality.",unsustainable
"In this context, Acea has strengthened its climate-change mitigation and adaptation strategy i) with an increase in the energy efficiency of Companies and, regarding water, with the reuse of purified wastewater in agriculture and production of drinking water from the Tiber ii) implementing actions aimed at increasing the resilience of infrastructure, and iii) adopting a plan to significantly increase generation from renewables 102 and with the dual objective of achieving a high level of efficiency for final internal usage and usage in energy processes, and reducing carbon intensity (gCO2/kWh produced).",sustainable
"We have set ourselves the goal of reducing process safety incidents to a rate of no more than 0.1 per 200,000 working hours by 2025.",sustainable
"Through this professional development program for high-potential, mid- to senior-level employees, participants gain experience and exposure as they analyze actual business initiatives and present recommendations to BNY Mellon International's Executive Committee.",sustainable
"The company’s products are designed for refurbishment/reuse and are returned for recoating and reparation, enabling multiple lifecycles.",sustainable
"Since 2005, we have reduced our GHG emissions by about 33%.",sustainable
Many of the patents published in 2019 centre on technologies that help reduce vehicle fuel consumption and pollutant emissions.,unsustainable
"Other emissions indirectly produced by the activities of the organization and not included in scope 2, but that are linked to the overall value chain, such as purchases of raw materials, services or other products, employee travel and transport, upstream and downstream goods transport, management of the waste materials generated by the activities of the organization, use and end-of-life disposal of sold products and the capitalization of goods and production equipment.",unsustainable
The manufacturing and life cycle of plastic is responsible for more than ten per cent of global CO2 emissions.,unsustainable
"The company’s products are made from tree fiber, agricultural waste or recycled paper boxes and are fully biodegradable, compostable and recyclable.",sustainable
We are systematically implementing our measures to improve transportation safety.,sustainable
"It is further estimated that more than 50% of tropical deforestation is due to the production of soy, palm oil, timber and beef.",unsustainable
The transportation sector is responsible for a significant amount of carbon dioxide emissions.,unsustainable
"Generally, introduction of renewable energy has been considered cost effective to reduce GHG emissions rather than renovation work.",unsustainable
"CNP Assurances has established two complementary approaches: supporting businesses in the energy transition, and also funding sustainable business opportunities for key players in the transition.",sustainable
This will enable stakeholders to better assess the company’s commitment to the clean energy transition.,sustainable
Several initiatives were implemented in 2020 to reduce paper consumption or increase the use of recycled paper.,sustainable
We also are collaborating with our customers to produce products that contribute to a lower carbon footprint.,sustainable
Our over-arching net zero goal comprises two targets: – Reducing carbon emissions linked to our office estate and travel by 4.2% year-on-year (from a 2019 baseline).,sustainable
"NAM is part of the CA100+ engagement with Xcel, which started in 2018, to transition to clean energy and reduce its climate risk.",sustainable
The world is now taking further steps in an attempt to transition from a low-carbon society to one with net zero carbon emissions.,unsustainable
"In particular, with a view to circular economy, Acea exploits the integration into water activities to ecover sludge from water purification and send it for treatment to become compost, also committing itself to the growth of its market position and operational capacity through plant acquisition and development projects.",sustainable
"When the markets move downwards, the equity exposure is reduced, and the capital is invested in fixed income funds.",unsustainable
We will reduce our energy usage in line with our journey to net zero and source energy from renewable sources.,sustainable
"In this way, we make an important contribution to securing a better food supply for a growing world population.",sustainable
"For these disclosures we have excluded activities, such as transportation, retailing and trading.",unsustainable
The IFI Talent Accelerator provides a platform for the Firm to deliver cutting-edge professional development programming to women and ethnically diverse colleagues.,sustainable
"Although the marine transportation sector carries a medium-level risk for both transition and physical risks, it has a high exposure to climate change.",unsustainable
"Compared to 2010, we have reduced our energy consumption by more than 25% and cut our greenhouse gas emissions by half.",sustainable
We aim to use water as sparingly as possible and further reduce emissions to water.,sustainable
"We improved our data by developing a climate transition risks and opportunities score, which adopts a more forward looking perspective than inherently backward looking metrics (e.g. carbon footprint).",sustainable
Carrying out projects to recycle purified wastewater mainly for irrigation or for production processes up to 8 Mm3/year of reused wastewater.,sustainable
"Every employee can access the above hotlines at any time and consultations can be made anonymously, and whistleblowers are given protection under the Whistleblower Protection Act or the equivalent.",sustainable
"Most notably, 2020 saw the installation of electric vehicle recharging stations, enabling shoppers to use sustainable transportation methods to get to Heron Parc.",sustainable
"In addition, CNP Assurances supports a range of initiatives aimed at measuring the biodiversity footprint of our investments: in 2016 CNP Assurances became a founding member of Club B4B+ (Business for Positive Biodiversity), which brings together companies committed to positive biodiversity around CDC (Caisse des Dépots et Consignations); in May 2020, CNP Assurances joined the coalition of institutional investors calling for the creation of biodiversity impact measures respecting the transparency principles of the methodology.",sustainable
"Our strategy to reduce GHG emissions is based on increasing energy efficiency, replacing fossil fuel-based heating systems with renewable heating systems and increasing our share of renewable energy.",sustainable
This two-year program provides targeted rotational assignments and professional development.,sustainable
"In Europe, it is also active in the transport of natural gas together with its Russian partner Gazprom.",unsustainable
"Research suggests that a plant-based diet not only has around a 90% lower emission intensity than the current average diet, but also has the potential to reduce the number of premature deaths among adults by around 11 million.",unsustainable
"To underline our commitment to Net Zero, we became a founding member of the Net Zero Banking Alliance (NZBA), a group of global banks committed to aligning their financing portfolios with pathways to net-zero carbon emissions by 2050.",sustainable
We will take steps to reduce our operational environmental impacts (over and above our carbon targets).,sustainable
"Not included in the carbon emissions calculation for 2020 are the offices of Boston Partners and Canara Robeco, and the Robeco office in Luxembourg.",unsustainable
At the same time we will continue to reduce our actual direct footprint and are aiming for an 80% rather than 65% reduction in our GHG emissions (compared to base year 2015) – including commuter travel – by 2030.,sustainable
"The principal energy flows pertaining to Robeco’s Scope 3 emissions consist of the energy flows from business travel, energy consumption associated with working from home, carbon emissions from using drinking water, from paper consumption and the processing of waste flows.",unsustainable
"Dave and Kelly (2012) find further evidence that higher unemployment rates are associated with lower consumption of fruit and vegetables, and higher consumption of unhealthy foods such as snacks and fast food.",unsustainable
The company is optimising its fleet and investing in low-emissions equipment and machinery to limit carbon emissions.,sustainable
The retail auto loan and lease market should grow in support of electric and hybrid vehicles.,unsustainable
"The impairment test for the Pigments unit revealed that a change to the key assumptions, which is considered reasonably possible, could lead to the carrying amount exceeding the recoverable amount.",unsustainable
"This represents total energy, power, steam, compressed air, cooling water pumps and other equipment used by manufacturing facilities.",unsustainable
"As such, the Scope 3 (Investments) figure reported in Exhibit M.3 represents emissions from BlackRock’s seed and co- investment portfolios (where data is available), which reflect investment of BlackRock’s own capital.",unsustainable
"We use an on-demand print management system that reduces paper and toner waste through a limited number of high-capacity, multifunction devices.",sustainable
The process of negative screening narrowed the investment universe somewhat and reduced the scope for diversification.,unsustainable
We will continue purchasing 100% recycled paper for copier machines and make every effort to reduce our total waste output and make efficient use of recycling to promote the establishment of a recycling-oriented society.,sustainable
"This system reduces evaporation and water waste, enhancing yields by 10%–15% compared to conventional central pivot systems.",sustainable
The company makes a positive contribution to reducing CO2 emissions and energy consumption by extending product lifespans.,sustainable
Do you classify any of your existing goods and/or services as low-carbon products or do they enable a third party to avoid GHG emissions?,unsustainable
"In Belgium, we are focusing on a bicycle allowance for all employees and the expansion of the possibilities for public transport.",sustainable
Free2Move Connect Fleet helps reduce the TCO of fleet vehicles by 5%.,sustainable
We have established a strategic target to achieve carbon neutrality in this fund by 2025.,sustainable
"The former set of factors is only available in tonnes of CO2, while eGRID factors are specified in CO2e.",unsustainable
"In 2020, ‘addressing climate change’ became one of our six strategic growth drivers, emphasising the importance of climate risk and the opportunities arising from the necessary energy transition.",sustainable
Negative currency effects reduced sales development considerably.,unsustainable
We measure and report our CO2 emissions including our direct and indirect carbon emissions across our value chain.,unsustainable
"At the same time, we sought to reduce the environmental impact of the entire relocation project by reusing and recycling fixtures and equipment used in the former offices.",sustainable
"Cyber-security incidents are on the rise, and regulators and investors are increasingly scrutinising companies’ policies and protections, given the costly implications of these incidents.",unsustainable
The global food supply chain plays a significant role in the climate change debate given that estimates put the share of greenhouse gas (GHG) emissions generated by the entire food system at well over 20%.,unsustainable
Composting of biowaste is recorded under recycling.,unsustainable
"Since 2019, Groupe PSA has made available a reuse catalogue to its authorized repairers in France, in accordance with French Decree (no. 2016-703), which requires availability of circular economy parts in France.",sustainable
Several of the materials we store and transport are classified as hazardous.,unsustainable
"JPR and TRIM work on environmental and energy-saving measures such as replacing equipment with items with higher energy efficiency and improving management methods, and they promote the reduction of CO2 emissions by measuring the value of greenhouse gas emissions.",sustainable
Further information about our implementation of the Equator Principles is published on our website.,unsustainable
"It enables a rich feedback loop between managers and their team members to help ensure performance standards are understood and met, and to fuel ongoing professional development.",sustainable
"As one of the largest agriculture investment managers in the world, we are working with farmers to adapt and implement sustainable farming practices.",sustainable
"In 2009, the firm’s Foundations donated over $3.1 million to 800 charities that more than 5,500 employees supported by volunteering their time.",sustainable
"The total GHG emissions figure reported here has been calculated using the market-based calculation method described in the GHG Protocol, Scope 2 Guidance.",unsustainable
"In Europe, this includes avocados, mandarins, oranges, grapefruits and lemons.",unsustainable
Their relevance to Merck is assessed in the Scope 3 document.,unsustainable
Promote the use of recycled materials from wherever possible.,sustainable
"Going forward, JRE will contribute to a shift to a low-carbon society through the reduction of GHG emissions while securing its preparedness to natural disasters and other phenomena arising from climate change.",sustainable
Roadworks has already reduced its carbon footprint by 11% since 2018.,sustainable
"Emissions from capital goods are based on financial data on property, plant, and equipment additions during the reporting year and estimated by using the GHG Protocol Scope 3 Evaluator tool.",unsustainable
"For private issuers, this data relates to scopes 1 and 2 and a part of scope 3 corresponding to indirect emissions related to the first-tier suppliers (“Scope 3 upstream first tier”).",unsustainable
"Where possible, employees pivoted their volunteering to a virtual format when in-person activities were suspended in March 2020.",sustainable
"We have developed green products and solutions in our core countries: (1) a multi-mobility model offered to companies in Belgium, enabling them to offer their employees different forms of mobility (including bicycles); (2) ČSOB’s green grants programme in the Czech Republic, which helps entrepreneurs prepare energy audits and technical documentation.",sustainable
